K,distance_metric,Dataset scaling,Method name,sse,centroids,silhouette_score,davies_bouldin,calinski_harabasz,adjusted_rand_index,fowlkes_mallows_index,normalized_mutual_info,purity_score
2,euclidean,Robust,K-Means++,1669.2358646499501,,0.26057718160423643,1.7028094164034602,46.3235617945723,0.2728972527100014,0.714570447143039,0.18790478462704238,0.7935483870967742
3,euclidean,Robust,K-Means++,1404.650605583047,,0.2311243601641188,1.498689626903494,41.66036657230084,0.11096930377383456,0.6147372127933529,0.11845800290911265,0.8193548387096774
4,euclidean,Robust,K-Means++,1211.4817975325216,,0.2552502622756859,1.4114777313700286,40.01574256340603,0.20225493483913654,0.6210563376721817,0.14023692072657043,0.8193548387096774
5,euclidean,Robust,K-Means++,1074.6274275387398,,0.2540906670907535,1.463417497563262,38.385406085806814,0.18185627487953068,0.5856017306247404,0.1408158739665181,0.8387096774193549
6,euclidean,Robust,K-Means++,972.3974652270108,,0.2227079441135365,1.4187559248814117,36.843433124085635,0.17613875193061862,0.5565575194186283,0.15276510104458121,0.8387096774193549
7,euclidean,Robust,K-Means++,922.7560967957038,,0.25353108004628777,1.3177833123024703,33.46442211500771,0.19112064779241095,0.5744019779018196,0.14678142979602102,0.832258064516129
8,euclidean,Robust,K-Means++,891.395703380723,,0.1459903699810971,1.5870841963084505,30.231099180136088,0.07627213737377109,0.4061010819465063,0.1412013461307589,0.8387096774193549
2,manhattan,Robust,K-Means++,13366.481049382313,,0.29439244168758083,1.7389711096235385,38.67265427737051,0.37472378076294405,0.7744317296828646,0.2294623772547925,0.8258064516129032
3,manhattan,Robust,K-Means++,11985.626479771052,,0.2426043991168662,2.244667813994278,24.502539143886683,0.38760014706399953,0.7492113714363312,0.25544064825106727,0.8709677419354839
4,manhattan,Robust,K-Means++,10886.530981494203,,0.17968939038691548,1.7480484191109604,32.36701325787324,0.2009675995196726,0.5991092986402133,0.1737041601129775,0.832258064516129
5,manhattan,Robust,K-Means++,10008.91636163042,,0.191381717629231,1.5879463113124914,32.24053140235754,0.23178375462986733,0.6149079372855646,0.1917130632263646,0.8516129032258064
6,manhattan,Robust,K-Means++,9398.373212400482,,0.18723316230296674,1.5664828034169191,29.037010355077737,0.23612301082359205,0.6075399164407844,0.18157654983801247,0.864516129032258
7,manhattan,Robust,K-Means++,8641.940976583437,,0.16127917743026307,1.9218143260215694,25.96840308147938,0.1577737178004219,0.5147695612381705,0.15637978838208635,0.8451612903225807
8,manhattan,Robust,K-Means++,8402.62659208261,,0.150883702406803,1.9942325222396051,20.703094581275973,0.15786427463500835,0.5053640804442174,0.17290638471458353,0.8838709677419355
2,cosine,Robust,K-Means++,41.14620826791201,,0.30514986876199435,1.7769208959456757,37.50669541180992,0.000492277235744435,0.5887830467646371,0.10046879630977346,0.7935483870967742
3,cosine,Robust,K-Means++,29.570948446600177,,0.28452930782018887,1.7829547401027117,31.458443690776566,-0.003140419270027394,0.49444495644239467,0.1341679120748629,0.7935483870967742
4,cosine,Robust,K-Means++,24.56614234987829,,0.26724807856138216,1.9218075048331618,26.241363587597483,0.033835221381455914,0.44454541749008936,0.149991003794357,0.7935483870967742
5,cosine,Robust,K-Means++,19.641930536224834,,0.28955256835126625,1.8330460564978701,26.847142886516284,0.024910684946061423,0.38409485517758296,0.08349424316321129,0.7935483870967742
6,cosine,Robust,K-Means++,16.417687308499648,,0.31667794642082914,1.6493433877084724,27.233222070317538,0.043032584108505044,0.3723260925624801,0.10010277256857765,0.8129032258064516
7,cosine,Robust,K-Means++,13.69124144661906,,0.3215051462102749,1.691025450673465,26.238335281153212,0.04284246061921887,0.3516957083380553,0.12252142204773386,0.832258064516129
8,cosine,Robust,K-Means++,12.45716231824249,,0.3163544620643388,1.6856078737070455,24.318327449211953,0.03972753769751677,0.3348577751265124,0.10977822784560552,0.8258064516129032
