K,distance_metric,Dataset scaling,Method name,sse,centroids,silhouette_score,davies_bouldin,calinski_harabasz,adjusted_rand_index,fowlkes_mallows_index,normalized_mutual_info,purity_score
8,euclidean,Robust,K-Means++,29026.519783179487,,0.2643551895434498,1.3396419280183247,2526.6975656011305,0.44365627471859903,0.5248435558898185,0.6226655049912264,0.5986171761280932
9,euclidean,Robust,K-Means++,27279.312524291163,,0.26187803809690013,1.3682640170408622,2440.180151567318,0.5253271973464801,0.5830438462686712,0.6742000268980115,0.6848617176128093
10,euclidean,Robust,K-Means++,25992.049447475805,,0.2638542676747507,1.3493098340777157,2336.696300096425,0.5140925766631033,0.5675235709502177,0.6667182181001017,0.675127365356623
11,euclidean,Robust,K-Means++,24758.693330813076,,0.26767453765863386,1.4309409847670467,2262.289991899668,0.5428087600150409,0.5886972571273417,0.6759961416913847,0.7148835516739447
12,euclidean,Robust,K-Means++,23778.35323158878,,0.2668950735651374,1.3943068339638172,2182.3767133929396,0.5799833315370059,0.6206132467761898,0.693956964504634,0.75127365356623
8,manhattan,Robust,K-Means++,271300.40102766326,,0.2856927083222771,1.4993542692455737,2416.0824960553887,0.500204454736664,0.5645019697666261,0.6484884225608576,0.6442867540029112
9,manhattan,Robust,K-Means++,252456.71903171207,,0.2955911926292125,1.3998064664873406,2396.702000749673,0.5285049019427551,0.5853852160440847,0.6762620930405199,0.6848617176128093
10,manhattan,Robust,K-Means++,240375.64679460553,,0.2956288754395168,1.3925800035799147,2262.964024015034,0.512576907584339,0.5669104364457628,0.6665503669815439,0.6891375545851528
11,manhattan,Robust,K-Means++,229494.40055346518,,0.29934326298513697,1.462038364107835,2178.4035090162165,0.5333015091211286,0.5817191887108318,0.6762257140158955,0.7188864628820961
12,manhattan,Robust,K-Means++,219899.1815018676,,0.29206944552032726,1.4738410080757613,2095.435836101373,0.5835569781124232,0.6241243391038677,0.6990666504780483,0.7706513828238719
8,cosine,Robust,K-Means++,738.8933372843532,,0.3936417930003224,1.5525649090380782,2233.886307449712,0.5276542881045827,0.5867986756549197,0.6501413752002955,0.6713973799126638
9,cosine,Robust,K-Means++,694.2536822477896,,0.3733443742360421,1.5961238352501672,2136.2337644253093,0.5419618732485326,0.5915160247599351,0.6494146596447892,0.7029657933042213
10,cosine,Robust,K-Means++,614.7011401478308,,0.37990987764255296,1.5659660882472277,2096.9457974295287,0.5488742075028368,0.5949957046269094,0.6578210239645359,0.6963245997088792
11,cosine,Robust,K-Means++,554.1218247790567,,0.38408013535554525,1.5018524724165052,2035.615102003629,0.5377348155001912,0.5829176166549527,0.6568290417264477,0.6885917030567685
12,cosine,Robust,K-Means++,507.7652963194677,,0.386031542090071,1.4847300586983998,1928.6667606673109,0.5582594621978757,0.6009894062359751,0.6684799023637207,0.7274381368267832
