silhouette_score,davies_bouldin_score,calinski_harabasz_score,adjusted_rand_index,normalized_mutual_info,fowlkes_mallows_index,purity_score,dataset_type,n_clusters,affinity,n_neighbors,eigen_solver,assign_labels,n_init,gamma,execution_time
0.25666732661536207,1.5246810900526873,2388.615757583451,0.562796022809494,0.7796063529566232,0.6406146716186493,0.7288027656477438,full,8,nearest_neighbors,25,arpack,kmeans,40,N/A,4.028792142868042
0.25666732661536207,1.5246810900526873,2388.615757583451,0.562796022809494,0.7796063529566232,0.6406146716186493,0.7288027656477438,full,8,nearest_neighbors,25,arpack,kmeans,80,N/A,3.853466749191284
0.25666732661536207,1.5246810900526873,2388.615757583451,0.562796022809494,0.7796063529566232,0.6406146716186493,0.7288027656477438,full,8,nearest_neighbors,25,arpack,kmeans,120,N/A,5.190725803375244
0.25704201148442424,1.5737675877751651,2377.3194184747917,0.5777479546510929,0.7648661355641879,0.6469684777992074,0.7300764192139738,full,8,nearest_neighbors,25,arpack,cluster_qr,40,N/A,4.3138251304626465
0.25704201148442424,1.5737675877751651,2377.3194184747917,0.5777479546510929,0.7648661355641879,0.6469684777992074,0.7300764192139738,full,8,nearest_neighbors,25,arpack,cluster_qr,80,N/A,3.792524814605713
0.25704201148442424,1.5737675877751651,2377.3194184747917,0.5777479546510929,0.7648661355641879,0.6469684777992074,0.7300764192139738,full,8,nearest_neighbors,25,arpack,cluster_qr,120,N/A,3.6048128604888916
0.26821831786151157,1.4886476596821527,2465.851692785099,0.6612517941326242,0.8084666941743673,0.707901109616007,0.7880276564774381,full,9,nearest_neighbors,25,arpack,kmeans,40,N/A,4.408826112747192
0.26821831786151157,1.4886476596821527,2465.851692785099,0.6612517941326242,0.8084666941743673,0.707901109616007,0.7880276564774381,full,9,nearest_neighbors,25,arpack,kmeans,80,N/A,4.3734190464019775
0.26821831786151157,1.4886476596821527,2465.851692785099,0.6612517941326242,0.8084666941743673,0.707901109616007,0.7880276564774381,full,9,nearest_neighbors,25,arpack,kmeans,120,N/A,4.541996002197266
0.27151223430872146,1.490887286971977,2475.3204855234685,0.6668391515521737,0.8041061220636444,0.711054144440376,0.7899381368267832,full,9,nearest_neighbors,25,arpack,cluster_qr,40,N/A,4.0665740966796875
0.27151223430872146,1.490887286971977,2475.3204855234685,0.6668391515521737,0.8041061220636444,0.711054144440376,0.7899381368267832,full,9,nearest_neighbors,25,arpack,cluster_qr,80,N/A,3.994107961654663
0.27151223430872146,1.490887286971977,2475.3204855234685,0.6668391515521737,0.8041061220636444,0.711054144440376,0.7899381368267832,full,9,nearest_neighbors,25,arpack,cluster_qr,120,N/A,3.866328716278076
