silhouette_score,davies_bouldin_score,calinski_harabasz_score,adjusted_rand_index,normalized_mutual_info,fowlkes_mallows_index,purity_score,dataset_type,n_clusters,affinity,n_neighbors,eigen_solver,assign_labels,n_init,gamma,execution_time
0.03049115615665249,1.3764049826642317,14.857406276393567,-0.10315764986385662,0.07214475343860283,0.6909983764899764,0.7935483870967742,full,2,nearest_neighbors,5,arpack,kmeans,3,N/A,0.048211097717285156
0.03049115615665249,1.3764049826642317,14.857406276393567,-0.10315764986385662,0.07214475343860283,0.6909983764899764,0.7935483870967742,full,2,nearest_neighbors,5,arpack,kmeans,5,N/A,0.015000104904174805
0.03049115615665249,1.3764049826642317,14.857406276393567,-0.10315764986385662,0.07214475343860283,0.6909983764899764,0.7935483870967742,full,2,nearest_neighbors,5,arpack,kmeans,7,N/A,0.01668715476989746
0.03956125124300211,1.50561140958866,15.48339245095206,-0.1058191645497427,0.07793796420254426,0.6805283556115072,0.7935483870967742,full,2,nearest_neighbors,5,arpack,cluster_qr,3,N/A,0.008991003036499023
0.03956125124300211,1.50561140958866,15.48339245095206,-0.1058191645497427,0.07793796420254426,0.6805283556115072,0.7935483870967742,full,2,nearest_neighbors,5,arpack,cluster_qr,5,N/A,0.008271217346191406
0.03956125124300211,1.50561140958866,15.48339245095206,-0.1058191645497427,0.07793796420254426,0.6805283556115072,0.7935483870967742,full,2,nearest_neighbors,5,arpack,cluster_qr,7,N/A,0.0074460506439208984
0.06417280318892735,2.087531433438001,22.468749687522525,0.025523296393470476,0.13733101138364073,0.5270070040290851,0.7935483870967742,full,3,nearest_neighbors,5,arpack,kmeans,3,N/A,0.01010584831237793
0.06417280318892735,2.087531433438001,22.468749687522525,0.025523296393470476,0.13733101138364073,0.5270070040290851,0.7935483870967742,full,3,nearest_neighbors,5,arpack,kmeans,5,N/A,0.014113903045654297
0.06417280318892735,2.087531433438001,22.468749687522525,0.025523296393470476,0.13733101138364073,0.5270070040290851,0.7935483870967742,full,3,nearest_neighbors,5,arpack,kmeans,7,N/A,0.01958179473876953
0.06376452469471684,2.0907795352819813,22.264259578973576,0.03125860429783834,0.15427212398668108,0.5305205395031597,0.7935483870967742,full,3,nearest_neighbors,5,arpack,cluster_qr,3,N/A,0.005822420120239258
0.06376452469471684,2.0907795352819813,22.264259578973576,0.03125860429783834,0.15427212398668108,0.5305205395031597,0.7935483870967742,full,3,nearest_neighbors,5,arpack,cluster_qr,5,N/A,0.017992019653320312
0.06376452469471684,2.0907795352819813,22.264259578973576,0.03125860429783834,0.15427212398668108,0.5305205395031597,0.7935483870967742,full,3,nearest_neighbors,5,arpack,cluster_qr,7,N/A,0.00828099250793457
0.08140001714852599,1.9770465456645585,19.130245020155904,-0.0036436653242636523,0.12056328362580353,0.4607649878664954,0.7935483870967742,full,4,nearest_neighbors,5,arpack,kmeans,3,N/A,0.010255098342895508
0.08140001714852599,1.9770465456645585,19.130245020155904,-0.0036436653242636523,0.12056328362580353,0.4607649878664954,0.7935483870967742,full,4,nearest_neighbors,5,arpack,kmeans,5,N/A,0.014497041702270508
0.08140001714852599,1.9770465456645585,19.130245020155904,-0.0036436653242636523,0.12056328362580353,0.4607649878664954,0.7935483870967742,full,4,nearest_neighbors,5,arpack,kmeans,7,N/A,0.007154941558837891
0.08122242815259531,1.9907662458329614,19.324459798182158,0.0010323581909343225,0.12432576469680216,0.45762911115860194,0.7935483870967742,full,4,nearest_neighbors,5,arpack,cluster_qr,3,N/A,0.005751132965087891
0.08122242815259531,1.9907662458329614,19.324459798182158,0.0010323581909343225,0.12432576469680216,0.45762911115860194,0.7935483870967742,full,4,nearest_neighbors,5,arpack,cluster_qr,5,N/A,0.0038950443267822266
0.08122242815259531,1.9907662458329614,19.324459798182158,0.0010323581909343225,0.12432576469680216,0.45762911115860194,0.7935483870967742,full,4,nearest_neighbors,5,arpack,cluster_qr,7,N/A,0.0032491683959960938
0.10266895286174076,1.9633178834639686,19.00020073308333,0.03477925639162921,0.12419933637760965,0.4165998629548264,0.8129032258064516,full,5,nearest_neighbors,5,arpack,kmeans,3,N/A,0.007387876510620117
0.10266895286174076,1.9633178834639686,19.00020073308333,0.03477925639162921,0.12419933637760965,0.4165998629548264,0.8129032258064516,full,5,nearest_neighbors,5,arpack,kmeans,5,N/A,0.01221919059753418
0.10266895286174076,1.9633178834639686,19.00020073308333,0.03477925639162921,0.12419933637760965,0.4165998629548264,0.8129032258064516,full,5,nearest_neighbors,5,arpack,kmeans,7,N/A,0.006571054458618164
0.10183210491926069,1.9625696022250363,19.21445858282012,0.019523636415673583,0.11120414033105412,0.3973321167794707,0.8,full,5,nearest_neighbors,5,arpack,cluster_qr,3,N/A,0.004415035247802734
0.10183210491926069,1.9625696022250363,19.21445858282012,0.019523636415673583,0.11120414033105412,0.3973321167794707,0.8,full,5,nearest_neighbors,5,arpack,cluster_qr,5,N/A,0.003931760787963867
0.10183210491926069,1.9625696022250363,19.21445858282012,0.019523636415673583,0.11120414033105412,0.3973321167794707,0.8,full,5,nearest_neighbors,5,arpack,cluster_qr,7,N/A,0.0035309791564941406
0.12002304861466714,1.9618800862192345,18.247844404510353,0.014602765538029054,0.10642791295778276,0.3588696697875167,0.7935483870967742,full,6,nearest_neighbors,5,arpack,kmeans,3,N/A,0.0049631595611572266
0.12002304861466714,1.9618800862192345,18.247844404510353,0.014602765538029054,0.10642791295778276,0.3588696697875167,0.7935483870967742,full,6,nearest_neighbors,5,arpack,kmeans,5,N/A,0.006324052810668945
0.12002304861466714,1.9618800862192345,18.247844404510353,0.014602765538029054,0.10642791295778276,0.3588696697875167,0.7935483870967742,full,6,nearest_neighbors,5,arpack,kmeans,7,N/A,0.006915092468261719
0.11382596508212338,1.9650966830275207,18.10053615132502,0.005973629616903792,0.08484073655029577,0.3421501149978224,0.7935483870967742,full,6,nearest_neighbors,5,arpack,cluster_qr,3,N/A,0.003927946090698242
0.11382596508212338,1.9650966830275207,18.10053615132502,0.005973629616903792,0.08484073655029577,0.3421501149978224,0.7935483870967742,full,6,nearest_neighbors,5,arpack,cluster_qr,5,N/A,0.00469207763671875
0.11382596508212338,1.9650966830275207,18.10053615132502,0.005973629616903792,0.08484073655029577,0.3421501149978224,0.7935483870967742,full,6,nearest_neighbors,5,arpack,cluster_qr,7,N/A,0.0033168792724609375
0.14076567992029312,1.8383793988436206,18.967169150430596,0.018496575184668088,0.09952964094747856,0.3301090774323929,0.8064516129032258,full,7,nearest_neighbors,5,arpack,kmeans,3,N/A,0.005375862121582031
0.13350859564565964,1.8498212717863303,18.403663583455156,0.0191179712090427,0.0894238098061463,0.3394869697244512,0.7935483870967742,full,7,nearest_neighbors,5,arpack,kmeans,5,N/A,0.0062558650970458984
